0.001001296779+0.001164467929j,-0.0001941109286-0.0007598271735j,0.0005948733034+0.0006278482235j,-0.0003365222794-0.0001112762439j,0.0001628615068+0.0006062317182j,-0.0002767686619+0.0002860613628j,-0.0001410447921+0.0002934065014j,9.001257709e-05-2.308873907e-05j,0.0001524769831+0.0002598234425j,-0.000175067136-0.0001817645612j,0.0001756232474-0.0001016242815j,-3.069434622e-05-7.356829479e-05j,4.717524085e-05-0.0002143423687j,-0.0001707829969+5.787227757e-05j,-4.604968096e-05+2.745398956e-05j,-4.987556393e-05-0.0001177887616j,9.022835256e-05+7.358844406e-05j,2.679105734e-06-2.12197492e-05j,-0.0001029860081+5.283399462e-05j,-8.264869688e-05-3.72438526e-05j,3.132471514e-05+4.475701746e-06j,-1.852259605e-05+0.0001314338857j,-2.335127881e-05+6.585932972e-05j,-8.785685183e-06-3.766268232e-08j,4.430733333e-05+1.122873845e-05j,2.994835429e-05-3.045599064e-05j,-1.504844447e-05-4.204507303e-06j,-1.460876234e-05-4.749057056e-05j,-6.902076178e-05+2.638798649e-05j,7.104354111e-05+5.335654128e-05j,4.604787936e-06-5.663034972e-05j,4.924368188e-05-3.038320481e-06j,-3.31851867e-06-1.165264901e-05j,1.935504928e-05-7.773603581e-07j,5.165140809e-06-1.389514307e-05j,6.121625926e-06+1.386946225e-05j,-4.75530696e-05-4.787966253e-05j,-3.08469354e-05+6.868674078e-06j,4.919325575e-06-5.822164642e-05j,4.09562341e-05-1.911129276e-05j,-1.375432161e-05-1.141535765e-05j,1.248592222e-05+8.176411197e-06j,5.93553608e-06+6.171397247e-06j,7.032311199e-06-9.587775254e-08j,1.020936561e-06-8.412465959e-06j,-1.352546836e-05-9.276672656e-06j,-4.700533183e-05+2.037808455e-05j,1.753195159e-06+2.627174717e-05j,-5.022576888e-05+2.760794395e-05j,8.103520733e-06+9.550091279e-06j,3.954499853e-05+3.439814451e-06j,6.046939701e-07+2.285185694e-06j,2.612236624e-06-3.484837243e-07j,7.241476059e-06-6.166633462e-06j,4.874070022e-06+3.469070748e-06j,0.0003529669481-0.0001718928249j,0.0001521544837+0.000249491961j,0.000173492123-5.360574698e-05j,-0.0002192094295+3.507310613e-05j,6.502485045e-05+2.201214287e-05j,6.709904178e-05-0.0001916282766j,1.569699645e-05+4.475060336e-05j,-0.0001127411371+5.339023901e-05j,-5.645528216e-05+0.0002709689593j,-8.978782831e-05-1.64536323e-05j,0.0001351531171-3.324425565e-07j,-5.707428739e-05-2.137439343e-05j,0.0001828887962-1.89121755e-05j,-1.35667589e-05+1.8277479e-05j,3.247125666e-05+2.20509166e-05j,-0.0001369600124-9.780572221e-05j,2.731932551e-05+0.0001254349096j,-2.615542096e-05-3.849875498e-05j,-1.114958624e-06-9.232640241e-05j,-1.192573866e-05+1.501065408e-06j,-8.301248707e-06-2.37778997e-05j,-1.809804807e-05+4.63798703e-05j,-7.881826322e-05+9.958505627e-05j,-4.660273601e-05+5.736822322e-05j,-3.34612841e-05+7.342714762e-06j,3.624099075e-06-3.948729189e-05j,-4.2019415e-06+2.972701233e-06j,-4.380675733e-06-1.543460115e-06j,-1.537067909e-05-2.219746217e-05j,7.059188249e-05-4.291591318e-05j,-5.038187739e-05+1.559559362e-05j,4.093538548e-05+3.470686902e-05j,5.834126327e-06+2.318395025e-05j,2.162811125e-05-1.444699214e-05j,-4.559072388e-06+1.468679751e-07j,7.604293293e-06-7.046017165e-07j,-1.732997159e-05+1.385948736e-05j,1.339610256e-05-1.155396637e-05j,-2.537162082e-06-4.235110852e-05j,-2.898384472e-05-4.284805692e-06j,1.010105565e-05-3.708841596e-05j,1.37062549e-05+6.782106408e-07j,9.452948996e-06+3.506802164e-06j,4.695011245e-06-3.476637272e-06j,-2.366489647e-06-2.66916212e-06j,-2.242654774e-05+1.871842611e-05j,-1.060276419e-05+7.058840274e-06j,1.406936109e-05-3.201466327e-06j,-2.122395775e-05+8.731354478e-06j,-2.329539761e-05-9.664994284e-06j,-1.344051755e-05-1.202179165e-05j,5.533900191e-06+4.333009692e-06j,2.881021664e-06-1.940913712e-06j,1.580766654e-06-3.7034921e-06j,1.746365849e-06+1.634966149e-06j
-1.384433138e-05+0.0005430941887j,-0.001083222727+0.0009233118755j,0.0001378139369+0.0001614109897j,0.0008440756569-7.612856093e-06j,0.000132709374+3.594029579e-05j,0.0005395817496+0.0005267405508j,0.0001180797424+2.232438401e-05j,0.0002180137181-0.000258514923j,-0.0002165874447-0.0005521303073j,7.7991114e-05+4.454502681e-05j,0.0005030526751+0.0003161987017j,0.0001052650128-8.160314469e-05j,0.0002256751888+0.0001873108932j,7.436253379e-05+1.261407116e-05j,-0.0001854651438-0.0002187236819j,9.662230774e-05-0.000227756525j,0.000117542735+0.0002016748625j,7.408116871e-05+6.95773066e-06j,-1.379661052e-06-0.0003330116222j,3.226922149e-05+1.593767559e-05j,-0.0001023181736+0.0001329585485j,-0.000260186137+7.618238065e-05j,-0.0001448521622+0.000162716709j,-4.41673109e-05+5.090895476e-05j,-8.839185337e-05+8.397835566e-05j,8.411390065e-06+7.066534006e-05j,7.481671376e-05+2.618532846e-06j,2.535896728e-05+5.840743275e-07j,-0.000235496925-6.525098498e-05j,-5.611947569e-05+2.555593081e-05j,3.980458105e-05+9.653380852e-06j,3.901142653e-05+0.0001001408044j,6.995985784e-05+9.557283929e-07j,-3.70778079e-05+3.366143252e-05j,1.026787318e-05+1.579059713e-06j,-1.603648728e-05-2.400087563e-05j,7.602068922e-05-1.123553163e-05j,-9.507091849e-05-5.834522401e-05j,2.528946584e-05+6.914245054e-06j,3.771631017e-05+1.555981346e-05j,1.84384254e-05+4.501795153e-06j,-4.520941269e-05+4.171905417e-06j,3.21444653e-06-1.446476548e-05j,-1.205816508e-05+7.03934663e-06j,7.534434842e-06+2.316632254e-06j,4.514679671e-05+5.570184504e-06j,2.278326734e-05-5.361153434e-05j,-6.498123402e-05-2.138424756e-05j,5.642855696e-06-6.662956139e-05j,-2.108033142e-05-9.480953202e-06j,1.194775568e-05+1.581135623e-05j,-2.089840117e-05-1.467801581e-05j,7.92175866e-07+1.054847433e-05j,3.663571047e-06+5.572634806e-06j,3.566068384e-06+6.228344842e-06j,5.444716897e-05+6.938132273e-05j,-9.18251246e-05+0.0001611619512j,-4.039251529e-05+1.588059024e-05j,1.927775579e-05-3.829045338e-05j,-1.454372036e-05+1.605345731e-06j,-2.410820041e-05+0.0002063669564j,-6.198161768e-06-2.97504614e-05j,0.000101710044-0.0002633704034j,7.456108951e-05+0.0001391569241j,-3.812728353e-05+9.745624484e-05j,0.0001037060705+3.663973074e-05j,-8.843844614e-05-1.16339379e-06j,0.000135208111-1.576910826e-05j,4.417674106e-06-4.856000738e-06j,-0.0001126019278-3.183701473e-05j,-6.06441071e-05-5.848862344e-05j,-7.057731851e-05+0.0001288287054j,-2.915874199e-05-3.982845086e-05j,0.0001168252601-0.0001100684852j,2.161394463e-05+7.043708552e-06j,4.887530131e-05-7.502609481e-06j,-6.015966832e-05+3.130143709e-07j,-0.0001604666481-6.072477099e-06j,-8.091201014e-05+6.256924046e-05j,-8.379944664e-05+8.426518682e-05j,2.55737771e-05-2.432798173e-05j,5.070670238e-06-4.797591081e-05j,4.483473126e-06+1.552229365e-05j,2.500198657e-05-6.541650827e-05j,7.148314001e-05+1.517100646e-05j,-6.181448154e-05-6.748930266e-06j,-3.5408287e-05+1.156316917e-05j,4.499335753e-05+6.751700676e-05j,1.509551065e-05+6.676767208e-06j,-4.522170907e-06+9.354626525e-06j,-1.799500916e-05-5.904833373e-07j,-2.903812424e-05+2.68162417e-05j,2.349980454e-05-3.237172504e-05j,5.447694821e-05+3.36518696e-05j,-3.214763887e-05-1.794919487e-05j,-3.300668008e-05-8.618439109e-06j,7.829704191e-06+1.044741402e-05j,2.916111734e-08+1.22460605e-05j,2.021659385e-05+1.306743409e-05j,-4.093822005e-06+1.169446074e-06j,-3.155002787e-05+1.032160679e-05j,7.45245386e-06-1.851943519e-05j,2.906005683e-05-8.509967393e-06j,8.105296194e-05-1.343457417e-05j,2.750454064e-05+1.009694112e-06j,-7.781232817e-06-1.817084767e-05j,1.723589435e-07+1.042211407e-05j,2.527012547e-06-3.199445114e-06j,5.769060113e-07+1.271156784e-06j,7.385317363e-06-9.007007759e-06j
4.292388777e-05+0.0004083140697j,-0.0001186387894-8.813898766e-05j,-0.0007752868572+9.842104182e-05j,-0.0001961589842-0.0002004395816j,-5.895001129e-05-0.0004912011922j,0.0001736302373+0.0002372748604j,2.133791167e-05+3.423861062e-05j,3.446685201e-05-6.074760588e-05j,-0.0004099285134-0.000125530245j,0.0001353073922-0.0004900770767j,0.0002123016902+0.0001062864289j,0.0001169829114+8.480151553e-05j,-1.155401239e-05+0.0002033205935j,2.011084622e-05+0.0001738526159j,-4.537536588e-05-4.868154039e-05j,2.316951803e-05-5.747795946e-05j,-0.0001476971759-0.0001775373612j,-8.09643924e-05+7.556097036e-05j,7.799450437e-05-1.197855339e-05j,-3.652817587e-05+8.074489784e-05j,-3.867372505e-05+3.376517418e-05j,-0.0001633242154-2.960417738e-05j,6.02293288e-06+3.007670956e-05j,-0.0001825599357-7.547617755e-05j,2.548273018e-05-5.589192765e-06j,-0.0001598211116+1.535281293e-05j,3.055796267e-05+4.972025808e-06j,-4.142106399e-05+4.023224545e-05j,9.489744233e-06-0.0001108137579j,-1.802183899e-05+5.771170708e-05j,-0.0001729975415-7.440944975e-05j,-1.699758011e-05+2.0169176e-05j,1.386959154e-05-2.367620115e-05j,-7.326199904e-05-1.115712955e-05j,-3.952212322e-05+8.360496901e-06j,-2.696007197e-06-1.558288427e-05j,5.061817904e-05-0.000102612378j,2.467113245e-05-0.0001432624242j,-1.38414308e-05-1.895179781e-05j,-9.928413565e-05-0.0001095099435j,1.02720503e-05+1.340079141e-05j,-3.294668878e-05-9.852982484e-06j,-1.16995118e-05+7.567796231e-06j,-5.20024287e-06+3.753883008e-06j,-1.726481288e-05-1.599000005e-05j,5.596347049e-05-4.917562446e-05j,-2.620918742e-05-1.514972264e-05j,3.602835097e-05-6.743220091e-05j,-8.180969791e-06-2.431348158e-05j,-8.722145611e-06-6.387045606e-06j,-3.328045908e-05-8.591531967e-05j,-2.943394557e-05+3.71643826e-06j,8.176589128e-06+1.022860612e-05j,6.718682671e-06-1.319439911e-05j,-9.09166852e-07+4.978418362e-06j,-0.0003493717448-0.0004423952291j,0.0007829522323-0.0008954294159j,0.0002567249601-0.0002515528527j,-0.0004941255361-0.0003318747006j,0.0002680799757+2.396078693e-05j,-0.0002663226715-0.0001509419712j,0.0001220287936+7.374012288e-05j,0.0001074321984+4.118459416e-06j,0.0006194265804+0.0001689812719j,-0.0001440259351-0.0002980769923j,-0.0001057144768-0.0002274348913j,2.534907136e-05-0.0001426091587j,-6.366125607e-06-0.0003467808164j,2.764490779e-05+8.492867197e-05j,-4.040316498e-05-7.906712222e-05j,-0.0001502183576+0.0002646887194j,0.0001513301186-8.808866893e-06j,7.723962944e-05-2.158295718e-05j,-5.752243877e-05+0.0001069973032j,-2.762956181e-05+4.591566543e-05j,-3.722329876e-05+3.778233515e-05j,0.0001383886099-0.0001340165065j,0.0001507071631-1.730478661e-05j,0.0001049231165+6.253460152e-05j,3.492623961e-05-2.694732624e-05j,3.075768493e-05+2.257235106e-05j,2.115311577e-05+2.896294127e-05j,-3.277759413e-05+8.045532455e-06j,1.419258725e-05-4.157528173e-05j,-0.0001077235096+1.357257857e-05j,2.243495205e-05+7.987333562e-05j,-7.797870745e-05-5.951720016e-05j,-2.806680171e-05+2.317084578e-05j,-4.688973551e-07+5.272053894e-06j,-7.567722995e-06+5.019591181e-06j,1.578619951e-05-9.984068772e-06j,6.797037933e-05+2.19075907e-05j,2.606450482e-05-2.845255792e-06j,8.634577282e-05+3.981419991e-05j,-8.238208048e-06+4.76022821e-05j,-1.646866925e-05+3.621716851e-05j,-1.932348639e-06-1.425722301e-06j,1.666712565e-05+2.49708636e-05j,-2.204650428e-06-6.855104484e-06j,-9.060125304e-06-1.459437933e-06j,3.444491075e-05+5.725874761e-05j,-3.677061027e-05-3.223683546e-05j,9.745854925e-06-7.915773602e-06j,3.396549419e-06-4.189549376e-05j,1.450910571e-05-2.513748432e-06j,-1.722911154e-05+8.692764583e-06j,-3.131238884e-06-1.756000494e-06j,1.428307106e-05-3.65930644e-07j,-8.716787622e-06-2.936364533e-06j,3.430758524e-06-6.987564799e-07j
0.0007273069952-0.0005927454875j,0.0003981985043-0.0002134363622j,0.0002167781864+0.0002447028504j,0.0008040760124+9.205454528e-05j,-7.926395437e-05+0.0001753966575j,-6.857670395e-05-0.0002031314025j,-8.460799624e-05+8.987587193e-06j,-2.435303411e-05-4.892029825e-05j,-0.0002585717246+0.000116444985j,0.0005178899226-0.000118173198j,-2.340613023e-05+0.0004026680902j,-4.516734533e-06-4.70853953e-05j,0.0003887711308+3.976766368e-05j,-2.960339775e-05-2.505501138e-05j,-9.283952948e-05+1.932458041e-05j,0.0001229887713+0.0002214716165j,-0.0003218220205+0.0001656888065j,-3.487943014e-05-3.324982114e-06j,-0.0001082291015-0.0001728135263j,2.505031329e-05-1.336557929e-05j,6.190068189e-05+5.660084795e-05j,-2.121377117e-05-0.0001911390801j,6.802553353e-06-0.0001163375091j,0.000166946317-0.0001369429502j,-3.30501131e-06+0.000165842193j,-0.0001013462604+3.132405759e-05j,1.535168833e-05-6.484462018e-05j,3.858677889e-05+8.418700639e-06j,-2.721147442e-05-0.0003731201419j,-7.733360806e-05+3.125607517e-05j,0.0002550828579+0.0001526565078j,-5.647084317e-05+0.0001094733107j,7.433846538e-05-3.340511983e-05j,-9.967532068e-05-5.912279922e-05j,4.427994266e-06+3.035981169e-05j,-3.429819717e-05+5.541609033e-06j,0.0001618853153-5.74321169e-05j,-4.57927565e-07-7.766877736e-05j,0.0001303937822+6.302823732e-05j,5.641587129e-05+0.0002536208166j,4.547126119e-05-4.193107018e-05j,-3.32785272e-05-0.0001062074939j,-3.195012394e-05+1.701608494e-06j,4.639835775e-06-1.59678418e-08j,-1.206400687e-05+1.366581794e-05j,0.0001475531459+7.784334585e-05j,-9.85455536e-05-3.988117272e-05j,-8.999649669e-05-4.554315404e-05j,-1.320604115e-05-8.641427092e-05j,-3.610690851e-05+2.430890938e-06j,-6.231807751e-05+0.0001331103686j,3.854525775e-05-7.221891761e-05j,1.052384107e-06+4.61171174e-06j,-1.442809564e-05+9.386745304e-06j,-2.681419223e-06-1.023203781e-06j,-5.80341265e-05-0.0003145697845j,0.0002957969625-0.0001548565315j,0.0003089412932-7.671217256e-05j,-0.0002036334428-0.0003339676332j,0.0001528833104+6.419530987e-05j,-2.621375799e-05-9.72194433e-06j,2.876999005e-06+5.907454377e-05j,1.909471211e-05+0.0001142473129j,-0.0003383187937-2.819387188e-05j,-6.631909763e-05-0.0002944046696j,-0.0002159012031+7.425743625e-05j,3.721612897e-05-0.0001943884862j,0.0001057839511+0.0002122071867j,-1.117363766e-05+2.874605974e-05j,7.160484456e-05-3.560214335e-05j,0.0001475383887-0.0002820192485j,-0.0002804867726-0.0001229425493j,0.0001471714949-7.392251179e-05j,-2.389517093e-05+3.968700269e-05j,-9.506438945e-06+5.540783495e-06j,-2.656539353e-06-3.52466336e-05j,-4.293589403e-05-8.350696072e-05j,-0.0001466342947-0.0001542712011j,-0.0001014337455-0.0002185649886j,3.431297253e-05+4.378909282e-05j,0.000131710762+2.917806013e-05j,-8.642704791e-06+2.675365083e-05j,-7.92479663e-06-3.553016062e-06j,0.0001153643421-4.621249892e-07j,0.0001804074063+0.0002466421188j,4.199454008e-05-0.0001766120032j,-0.0001254162985+3.613362954e-05j,-1.324440091e-05+1.610988063e-05j,3.335992132e-05+8.655101915e-05j,-9.236510551e-06-1.806657198e-05j,2.250793902e-05+2.324432916e-05j,-0.000108290713-0.0001315337996j,6.825252683e-05+7.434248996e-05j,0.0001458644174-5.197211706e-06j,6.223285014e-05-7.319272492e-05j,0.0001334866109+8.537853228e-05j,-2.727527477e-05+5.500029447e-05j,-6.795749659e-07-1.173468799e-05j,9.991690892e-06-3.042119734e-06j,2.83570229e-06-1.334826216e-05j,-4.846927147e-05-0.0001374048652j,-6.088304109e-05-2.887528415e-05j,6.167905016e-06+7.728185353e-05j,-2.482275943e-05-9.221434563e-05j,5.494431125e-05-0.0001153995432j,5.59000135e-05-3.238260989e-05j,-3.366765885e-05+1.039351782e-05j,-1.286226483e-05+4.235279964e-06j,9.416706735e-06+1.558968064e-06j,-6.44877726e-06-3.600499425e-06j
-0.0003289415445+4.63727397e-06j,-0.0001910179176-0.000386494329j,4.25670813e-05+7.093007391e-05j,-8.140553811e-05+2.902228698e-05j,-9.954883093e-05+3.881378753e-05j,0.0001564610519-0.000268868961j,0.001023560599-0.0001043388758j,-6.836274916e-05-0.0001435555945j,-0.0001905564699+0.0002195444685j,-0.0002271615326+0.0002569816874j,-3.606026221e-05-0.0001661352092j,0.000551937695+2.166185965e-05j,2.030582237e-05+0.0001396522761j,0.0006078263485+4.7872823e-06j,-0.0001126512148+0.0002744906034j,5.482449375e-05-7.774338821e-05j,-0.0002049125892+0.0002203494325j,0.0003044732142+0.0003081658355j,8.4708786e-05-1.325591155e-05j,0.0001584449637+0.0001501627414j,0.0002410367253-9.412552953e-06j,-0.0002091564571-0.0001315759766j,-6.834331401e-05-1.58057102e-06j,-7.192168534e-05+0.0001251081566j,-1.345371598e-05-0.0001095871987j,0.0003954032228+0.0003309293889j,-6.755549509e-05-9.536231483e-05j,6.561947985e-05+0.0001539891211j,-7.245427887e-05-8.96271829e-05j,2.628858279e-05+0.0001731592542j,0.0001245642574+0.0002191384289j,5.065338013e-05+5.98203776e-05j,-6.053240097e-05+1.392526404e-05j,0.0002368478523+0.0002369169784j,-1.514858613e-05+0.0001102842599j,-3.556086727e-05+3.425732472e-05j,0.0001006290299-1.904697099e-05j,-0.0001350819462+0.0001469958292j,7.731352137e-05-8.971040054e-05j,-8.898768233e-06+0.0001762939572j,9.928989161e-06-2.032100987e-05j,9.264950551e-05+0.0001775630211j,2.435019501e-05+1.997749573e-05j,2.017843799e-05+9.751509983e-06j,-6.317389722e-05+4.71094414e-05j,-8.358519199e-05+8.986379939e-06j,-5.756427726e-05-7.352111623e-05j,-0.0001684636203+4.51301881e-05j,-7.206298672e-05-1.331433755e-05j,-8.974628e-07+3.811763883e-07j,-4.18139557e-05+8.408922408e-05j,5.005724607e-05+0.0001302325271j,4.131024571e-06-1.341179752e-05j,-5.445070083e-05+4.507784951e-06j,1.155671937e-05-9.606176813e-06j,0.0002172199134-0.0001910334445j,0.0005643597561+0.0001461075097j,0.0001115713704+2.294722894e-05j,-3.215535479e-05-0.0001833929616j,-3.079514457e-05-4.661103064e-05j,0.0001877903561-0.0003335149558j,-0.0001359725638+5.296958579e-05j,-9.095769095e-05-0.0003174993593j,-8.547762882e-05+8.297015977e-05j,7.318857543e-05+5.335872487e-05j,-6.329331267e-05+0.0001090566819j,0.0001569611968+0.0001988722928j,0.0003373840298+0.0001204202434j,-4.204738419e-05-7.161202685e-05j,-0.0001954097561+2.459737178e-05j,-0.0001771937462+9.093379502e-05j,2.789707513e-06-0.000145993212j,3.967249753e-05-5.138232256e-05j,8.673027431e-05-0.0002700960747j,7.808652952e-06-9.307735865e-05j,2.102788683e-05+7.623566061e-05j,4.680154534e-05+4.169576423e-05j,9.733716094e-05+0.0002256310517j,-0.0001293526917-0.0001565580122j,-0.0001287456427-1.216040478e-05j,3.153534062e-05-5.391121609e-05j,3.211921726e-05-2.605380968e-05j,5.879373465e-05-2.895071378e-05j,5.696666047e-05+0.0001768321589j,-0.0001489301646-9.583513532e-05j,4.128007411e-05-0.0001129683913j,9.716819476e-05+9.272108094e-06j,4.900206397e-05+7.354096705e-05j,5.66128206e-05-1.587844001e-05j,2.642087092e-05-1.638835229e-06j,-1.571794354e-05-1.721607008e-05j,-5.241680808e-05+5.005078476e-05j,2.363926183e-05+2.860284469e-05j,-0.0001325849472+2.633677658e-05j,6.422594184e-05-4.121020215e-05j,-1.582673359e-05+1.515618605e-05j,5.081995323e-05+1.193092363e-05j,4.77145077e-05-2.719092957e-05j,-8.450555516e-06-2.694887399e-06j,2.875276923e-05+1.279546492e-05j,2.035329116e-05-5.570574059e-05j,4.693301078e-05+7.07366789e-05j,1.188070298e-05+3.578615785e-05j,-4.765015555e-06+6.242875727e-05j,-1.241329261e-05+2.718617566e-05j,1.774540247e-05+9.025131949e-06j,2.937882977e-05+1.338624544e-05j,-1.305824773e-06+1.50460518e-07j,8.888141331e-06+1.339970767e-05j,-8.768277542e-06-1.42331321e-07j
0.0003000018192+3.6822844e-05j,-0.0003111153347+0.0002762534426j,-0.0004780071684-0.0002144274227j,-0.0003620071685+0.000349127691j,0.0002315906254+7.683717574e-06j,-0.000432232816-0.0008773261171j,2.069561553e-05+0.0004797109506j,-0.0004798481082+0.0001261198484j,-0.0006863701973+0.0001121078793j,-0.0003004295158+0.0001104689849j,0.000558721093+0.0004776914131j,-0.0002218950701-6.814131444e-05j,0.0003953144538-3.792109872e-05j,-0.0002367447464+0.0003053552461j,0.0001808778691+0.0003304879846j,-0.0001428417351+0.0001175027248j,4.214344172e-05+0.0002745869624j,-8.081181669e-05-0.0001060411624j,0.0001243771213+4.183895458e-06j,-0.0002198433514+5.993891435e-05j,0.0002395563442-0.000152826984j,0.0001092499724-4.454972516e-05j,-2.006595241e-05-0.0001125942139j,-7.517089478e-05+5.923751439e-05j,-9.541263737e-05+5.382757032e-05j,-2.890138122e-05-5.307218588e-05j,-9.015417634e-05-7.907244007e-05j,-0.0001271357894-2.433895731e-05j,-7.17179384e-06-5.097956189e-05j,-0.0002153818736+2.580955061e-05j,-5.373896446e-05+2.122311998e-05j,-0.0002160810368+5.632040804e-06j,2.334004619e-05+0.0001516312473j,-1.749137859e-05-3.147265926e-05j,-5.351541909e-05-4.08731135e-05j,1.26758975e-05+8.018017344e-05j,6.641277817e-05+2.134873933e-05j,-4.751677364e-05-1.220896221e-05j,0.0001816771097+1.455158229e-05j,-3.70148725e-05-1.913173428e-05j,3.795937132e-06+3.906909126e-05j,-4.329132817e-07-2.194218117e-05j,3.548156384e-05-4.092451272e-05j,3.694612463e-05-1.606259749e-05j,-1.208038765e-05-4.058247395e-05j,-8.827018227e-06-1.965467146e-05j,-5.757398789e-05-1.004938744e-05j,-1.413204771e-05-4.191303928e-06j,-1.649554206e-05-6.813222334e-05j,1.03935787e-05-1.380389581e-05j,-7.386179776e-06-3.169702429e-05j,4.729554639e-06+5.214937762e-07j,-3.00323595e-05-1.653695888e-05j,2.202112081e-06-1.758420669e-05j,-1.234259195e-05-1.159099362e-06j,2.529541276e-05+2.528675246e-05j,-0.000100427958+0.0002141771172j,1.598980752e-05-1.516070361e-05j,0.0001031121591+1.114317928e-05j,2.310680178e-05+2.617036502e-05j,-0.0003460568096+0.0001454745255j,3.252004959e-05-4.922620561e-06j,-6.61570218e-05+4.4824945e-05j,9.399928963e-05+0.0001778182313j,4.021725877e-05+6.901387667e-06j,0.0001613768395-4.38690678e-05j,4.076204461e-06-4.241834198e-05j,0.0002521191396+0.0001813963514j,-8.209690525e-06+1.470949747e-05j,0.000175532275+0.0001519267661j,3.867359309e-05+3.704665157e-05j,-5.34595795e-06+3.862675839e-05j,1.733035984e-05-4.06695595e-05j,-0.0001532106749+8.107493873e-05j,-2.17006515e-05+1.092510566e-06j,4.227264843e-05-2.340331658e-06j,-8.122416037e-05-5.164636955e-05j,-5.930696796e-05-4.066623362e-05j,-4.39875992e-05+6.359519141e-05j,-0.0002038675739-4.575044923e-05j,4.071831245e-05-3.471191891e-05j,1.671346107e-06+0.0002192692804j,-4.073786781e-07-1.432190011e-07j,1.121649249e-05-2.930685768e-05j,-4.085474595e-06-2.183649296e-05j,-3.185343501e-05+2.493925055e-05j,-3.096632418e-05-6.829696079e-05j,-0.0001582979221+9.136399858e-05j,3.38309776e-05-5.751547739e-06j,3.841782823e-06-9.00222014e-06j,9.382451226e-05+4.350231636e-06j,-8.535868122e-06+5.304136268e-05j,-9.773813835e-07-4.21776095e-05j,2.830820497e-06+2.789558983e-05j,-3.06419604e-05+6.98248856e-06j,9.545675603e-05-8.13529868e-05j,2.016236238e-05+6.400902199e-06j,1.436045002e-05-6.082535262e-05j,-5.161364331e-05-2.597155272e-05j,4.735822798e-06+6.682015181e-06j,-2.728268912e-05+3.376375991e-05j,6.51861947e-05+1.736747154e-05j,2.089091378e-05-2.994550181e-05j,-2.379687724e-05+7.37852332e-05j,-3.407734111e-05-9.767656778e-05j,-1.641471059e-05-4.110343637e-06j,9.164979509e-06+1.05538648e-05j,-6.210393044e-05-2.26663825e-05j,1.182108547e-06+4.170821969e-06j,-1.906741075e-05+1.432673338e-05j
