value,diag_mean_norm,offdiag_max_norm,offdiag_energy_ratio,orth_err
-12.0,0.9999999999954968,2.366781624611955,1.9804338854185972,1.3322676295501878e-15
-9.0,0.9999999999961963,2.0613433397976473,1.96712683338252,8.881784197001252e-16
-6.0,0.9999999999977596,1.2875980137096272,1.1895508806961563,8.881784197001252e-16
-3.0,0.9999999999987227,0.48958915793471564,0.4455182255519224,8.881784197001252e-16
0.0,0.9999999999989315,0.03636387194374843,0.04992401147263143,1.5083763017339243e-15
3.0,0.9999999999987209,0.49877300266841434,0.45119462104462804,1.1102230246251565e-15
6.0,0.9999999999977545,1.270682338793435,1.1932726531228752,1.1102230246251565e-15
9.0,0.9999999999962185,2.0402073283241866,1.9523132739885183,6.661338147750939e-16
12.0,0.9999999999954797,2.4694241714373306,1.9644693706716891,1.1102230246251565e-15
