file,mse_before,re_before,mse_after,re_after,split
dummy_bent_fiber_mtm,3.797991891586733,5.51216247335584,0.00542785749555324,0.20838152500736531,train
dummy_straight_fiber_mtm,11.047483848278459,9.401056897294323,0.00010170770123118582,0.02852475433459351,test
