value,diag_mean_norm,offdiag_max_norm,offdiag_energy_ratio,orth_err
-10.0,0.9999999999988936,0.03777465643261644,0.05017084158385351,1.1102230246251565e-15
-7.5,0.9999999999989104,0.03713244059397119,0.050026908998186875,7.733635272162784e-16
-5.0,0.9999999999989225,0.036725572787404924,0.04998809048656023,1.03055804198088e-15
-2.5,0.9999999999989294,0.03648843472925259,0.05004537163971185,1.1102230246251565e-15
0.0,0.9999999999989315,0.03636387194374843,0.04992401147263143,1.5083763017339243e-15
2.5,0.9999999999989289,0.03656796721494648,0.05013243362973606,8.881784197001252e-16
5.0,0.9999999999989215,0.036793364498508764,0.05016574427510319,1.3322676295501878e-15
7.5,0.999999999998909,0.03722937092743005,0.050294295942765015,7.771561172376096e-16
10.0,0.9999999999988912,0.03786181686890565,0.050544405838399205,1.1102230246251565e-15
