file,mse_before,re_before,mse_after,re_after,split
dummy_bent_fiber_mtm,3.797991891586733,5.51216247335584,1.279640240653806e-12,3.1995502692133474e-06,train
dummy_straight_fiber_mtm,11.047483848278459,9.401056897294323,0.00964630527407374,0.2777956842582968,test
